127.0.0.1 - - [20/Aug/2024:14:08:09 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:28:00 +0900] "GET /JavaScript/javascript/exam16-1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:33:25 +0900] "GET /JavaScript/javascript/exam16-1.html HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:33:32 +0900] "GET /JavaScript/javascript/exam16-1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:33:34 +0900] "GET /JavaScript/javascript/exam16-1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:38:21 +0900] "GET /JavaScript/javascript/exam17.html HTTP/1.1" 200 638
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:38:37 +0900] "GET /JavaScript/javascript/exam17.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:38:46 +0900] "GET /JavaScript/javascript/exam17.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:38:55 +0900] "GET /JavaScript/javascript/exam17.html HTTP/1.1" 200 638
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:38:56 +0900] "GET /JavaScript/javascript/exam17.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:41:19 +0900] "GET /JavaScript/javascript/exam17.html HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:46:30 +0900] "GET /JavaScript/javascript/exam18.html HTTP/1.1" 200 543
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:47:03 +0900] "GET /JavaScript/javascript/exam18.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:47:39 +0900] "GET /JavaScript/javascript/exam18.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:47:44 +0900] "GET /JavaScript/javascript/exam18.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:52:29 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 457
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:55:53 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 662
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:55:58 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:19 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:40 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 683
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:40 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:41 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:41 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:41 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:41 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:42 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:45 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:45 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:45 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:45 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:46 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:46 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:47 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:47 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:47 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:48 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:48 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:48 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:48 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:48 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:49 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:58 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:59 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:59 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:56:59 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:08 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:09 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:09 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:15 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:15 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:16 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:19 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:19 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:19 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 674
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:57:19 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:11 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 772
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:11 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:13 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:14 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:15 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:15 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:15 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:16 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:16 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 457
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:17 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:17 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:17 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:17 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:17 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:17 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:18 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:58:44 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 772
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:53 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:54 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:55 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:55 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:55 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:55 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:56 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:56 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:56 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:56 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:56 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:57 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:57 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:57 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:57 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:14:59:58 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:00 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:00 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:01 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:01 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:01 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:01 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:02 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:02 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:02 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:02 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:03 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:00:03 +0900] "GET /JavaScript/javascript/exam19.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:28:03 +0900] "GET /JavaScript/javascript/exam19-1.html HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:28:13 +0900] "GET /JavaScript/javascript/exam19-1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:28:41 +0900] "GET /JavaScript/javascript/exam19-1.html HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:29:57 +0900] "GET /JavaScript/javascript/exam19-1.html HTTP/1.1" 200 1026
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:29:59 +0900] "GET /JavaScript/javascript/exam19-1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:31:50 +0900] "GET /JavaScript/javascript/exam19-1.html HTTP/1.1" 200 1151
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:35:30 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 200 647
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:36:02 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:36:33 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:36:35 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:36:41 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:39:12 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:39:16 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:39:36 +0900] "GET /JavaScript/javascript/exam19-2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:39:50 +0900] "GET /JavaScript/javascript/exam19-3.html HTTP/1.1" 200 706
0:0:0:0:0:0:0:1 - - [20/Aug/2024:15:40:22 +0900] "GET /JavaScript/javascript/exam19-3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:00:48 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 200 755
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:00:48 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 200 515
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:02:14 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 200 833
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:02:14 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:03:23 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 200 873
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:03:23 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 200 465
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:04:03 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:04:03 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 200 515
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:04:53 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:04:53 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:06 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 200 928
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:06 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:39 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:39 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:40 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:41 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:41 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:41 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:05:41 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:07:18 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 200 928
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:07:18 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:07:43 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:07:43 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:10 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:10 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:12 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:13 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:14 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:14 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:16 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 200 973
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:16 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:08:16 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:15:42 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:15:42 +0900] "GET /JavaScript/javascript/calc.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [20/Aug/2024:16:15:43 +0900] "GET /JavaScript/javascript/exam20.html HTTP/1.1" 304 -
